Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,Class
76581.00,1052.57,384.26,255.88,77744.00,312.26,0.75,0.99,0.71,0.87,1.50,0.81,aaaeraaaevelik
70110.00,1046.25,418.60,214.40,70756.00,298.78,0.86,0.99,0.67,0.80,1.95,0.71,aaaeraaaevelik
66208.00,986.88,380.76,222.10,66838.00,290.34,0.81,0.99,0.75,0.85,1.71,0.76,aaaeraaaevelik
80529.00,1127.31,455.04,226.09,81294.00,320.21,0.87,0.99,0.62,0.80,2.01,0.70,aaaeraaaevelik
65468.00,992.61,397.96,209.97,65953.00,288.72,0.85,0.99,0.67,0.84,1.90,0.73,aaaeraaaevelik
96484.00,1185.95,451.52,273.39,97487.00,350.50,0.80,0.99,0.69,0.86,1.65,0.78,aaaeraaaevelik
100049.00,1248.44,494.80,259.54,101460.00,356.91,0.85,0.99,0.67,0.81,1.91,0.72,aaaeraaaevelik
71333.00,1020.99,398.01,228.70,71953.00,301.37,0.82,0.99,0.73,0.86,1.74,0.76,aaaeraaaevelik
66415.00,1011.13,398.95,212.84,67025.00,290.80,0.85,0.99,0.68,0.82,1.87,0.73,aaaeraaaevelik
65313.00,985.19,378.07,221.37,65985.00,288.37,0.81,0.99,0.67,0.85,1.71,0.76,aaaeraaaevelik
78415.00,1097.46,436.95,229.07,79297.00,315.98,0.85,0.99,0.69,0.82,1.91,0.72,aaaeraaaevelik
78759.00,1115.48,451.04,222.87,79428.00,316.67,0.87,0.99,0.74,0.80,2.02,0.70,aaaeraaaevelik
70285.00,1041.91,416.28,216.65,71139.00,299.15,0.85,0.99,0.72,0.81,1.92,0.72,aaaeraaaevelik
62781.00,959.76,362.42,221.62,63630.00,282.73,0.79,0.99,0.75,0.86,1.64,0.78,aaaeraaaevelik
87714.00,1235.14,486.26,231.23,88918.00,334.19,0.88,0.99,0.72,0.72,2.10,0.69,aaaeraaaevelik
92954.00,1179.93,465.65,255.44,93932.00,344.02,0.84,0.99,0.74,0.84,1.82,0.74,aaaeraaaevelik
88634.00,1162.32,457.07,248.30,89748.00,335.94,0.84,0.99,0.74,0.82,1.84,0.74,aaaeraaaevelik
100505.00,1212.46,462.00,278.37,101522.00,357.72,0.80,0.99,0.73,0.86,1.66,0.77,aaaeraaaevelik
97403.00,1213.87,474.13,263.58,98515.00,352.16,0.83,0.99,0.72,0.83,1.80,0.74,aaaeraaaevelik
73723.00,1065.73,421.56,225.43,74815.00,306.38,0.85,0.99,0.66,0.82,1.87,0.73,aaaeraaaevelik
66612.00,1021.02,403.22,212.15,67306.00,291.23,0.85,0.99,0.70,0.80,1.90,0.72,aaaeraaaevelik
69397.00,1005.44,396.27,223.61,69973.00,297.25,0.83,0.99,0.74,0.86,1.77,0.75,aaaeraaaevelik
73351.00,1066.77,427.43,220.13,74165.00,305.60,0.86,0.99,0.63,0.81,1.94,0.72,aaaeraaaevelik
68063.00,1027.53,410.47,212.70,68872.00,294.38,0.86,0.99,0.65,0.81,1.93,0.72,aaaeraaaevelik
95230.00,1240.41,503.93,241.94,96868.00,348.21,0.88,0.98,0.73,0.78,2.08,0.69,aaaeraaaevelik
62205.00,954.84,369.52,215.28,62966.00,281.43,0.81,0.99,0.74,0.86,1.72,0.76,aaaeraaaevelik
65517.00,970.28,379.06,220.56,66006.00,288.82,0.81,0.99,0.75,0.87,1.72,0.76,aaaeraaaevelik
90491.00,1197.16,476.80,244.95,91721.00,339.44,0.86,0.99,0.63,0.79,1.95,0.71,aaaeraaaevelik
81995.00,1125.86,451.63,232.37,82871.00,323.11,0.86,0.99,0.72,0.81,1.94,0.72,aaaeraaaevelik
66863.00,1007.25,398.32,214.84,67572.00,291.77,0.84,0.99,0.65,0.83,1.85,0.73,aaaeraaaevelik
83725.00,1081.77,403.34,264.65,84390.00,326.50,0.75,0.99,0.75,0.90,1.52,0.81,aaaeraaaevelik
70388.00,1044.67,426.80,211.08,71013.00,299.37,0.87,0.99,0.72,0.81,2.02,0.70,aaaeraaaevelik
70892.00,1043.93,415.88,218.82,71646.00,300.44,0.85,0.99,0.67,0.82,1.90,0.72,aaaeraaaevelik
100980.00,1273.76,515.56,250.96,101881.00,358.57,0.87,0.99,0.69,0.78,2.05,0.70,aaaeraaaevelik
79049.00,1134.45,467.13,216.76,79946.00,317.25,0.89,0.99,0.73,0.77,2.16,0.68,aaaeraaaevelik
81238.00,1105.19,432.60,240.87,82019.00,321.61,0.83,0.99,0.69,0.84,1.80,0.74,aaaeraaaevelik
73145.00,1070.40,431.49,217.14,73855.00,305.17,0.86,0.99,0.75,0.80,1.99,0.71,aaaeraaaevelik
68331.00,1002.92,396.55,220.33,68969.00,294.96,0.83,0.99,0.74,0.85,1.80,0.74,aaaeraaaevelik
67961.00,1000.54,393.55,221.10,68758.00,294.16,0.83,0.99,0.74,0.85,1.78,0.75,aaaeraaaevelik
73987.00,1081.66,446.73,211.43,74587.00,306.93,0.88,0.99,0.75,0.79,2.11,0.69,aaaeraaaevelik
70215.00,1006.88,388.09,231.05,70876.00,299.00,0.80,0.99,0.70,0.87,1.68,0.77,aaaeraaaevelik
66409.00,1017.39,402.35,211.31,67435.00,290.78,0.85,0.98,0.70,0.81,1.90,0.72,aaaeraaaevelik
64858.00,1009.86,401.29,206.62,65700.00,287.37,0.86,0.99,0.64,0.80,1.94,0.72,aaaeraaaevelik
87725.00,1129.93,438.64,255.05,88442.00,334.21,0.81,0.99,0.73,0.86,1.72,0.76,aaaeraaaevelik
87254.00,1183.62,488.41,228.31,88124.00,333.31,0.88,0.99,0.74,0.78,2.14,0.68,aaaeraaaevelik
76723.00,1067.30,415.40,236.41,77651.00,312.55,0.82,0.99,0.72,0.85,1.76,0.75,aaaeraaaevelik
69395.00,1048.88,423.63,209.68,70213.00,297.25,0.87,0.99,0.70,0.79,2.02,0.70,aaaeraaaevelik
94199.00,1175.31,455.87,263.75,94930.00,346.32,0.82,0.99,0.74,0.86,1.73,0.76,aaaeraaaevelik
77786.00,1044.12,399.38,248.71,78364.00,314.71,0.78,0.99,0.73,0.90,1.61,0.79,aaaeraaaevelik
83773.00,1098.92,412.64,259.07,84666.00,326.59,0.78,0.99,0.70,0.87,1.59,0.79,aaaeraaaevelik
66987.00,1007.95,398.18,215.38,67981.00,292.05,0.84,0.99,0.74,0.83,1.85,0.73,aaaeraaaevelik
70151.00,1014.96,394.60,226.95,70834.00,298.86,0.82,0.99,0.69,0.86,1.74,0.76,aaaeraaaevelik
105706.00,1234.90,461.56,292.53,106736.00,366.86,0.77,0.99,0.73,0.87,1.58,0.79,aaaeraaaevelik
85453.00,1154.51,457.65,239.40,86355.00,329.85,0.85,0.99,0.75,0.81,1.91,0.72,aaaeraaaevelik
87747.00,1161.01,448.64,250.74,89050.00,334.25,0.83,0.99,0.67,0.82,1.79,0.75,aaaeraaaevelik
92179.00,1124.43,417.33,281.51,92814.00,342.59,0.74,0.99,0.75,0.92,1.48,0.82,aaaeraaaevelik
91820.00,1199.13,476.86,246.56,92719.00,341.92,0.86,0.99,0.68,0.80,1.93,0.72,aaaeraaaevelik
74431.00,1025.76,372.99,255.57,75343.00,307.84,0.73,0.99,0.72,0.89,1.46,0.83,aaaeraaaevelik
58433.00,913.19,342.51,218.33,58984.00,272.76,0.77,0.99,0.75,0.88,1.57,0.80,aaaeraaaevelik
94876.00,1185.39,446.03,271.86,95706.00,347.56,0.79,0.99,0.73,0.85,1.64,0.78,aaaeraaaevelik
73231.00,1069.49,433.53,215.65,73833.00,305.35,0.87,0.99,0.66,0.80,2.01,0.70,aaaeraaaevelik
67526.00,1014.95,397.59,217.44,68407.00,293.22,0.84,0.99,0.72,0.82,1.83,0.74,aaaeraaaevelik
83275.00,1125.60,431.09,247.25,84158.00,325.62,0.82,0.99,0.71,0.83,1.74,0.76,aaaeraaaevelik
83832.00,1135.23,448.08,239.15,84719.00,326.71,0.85,0.99,0.76,0.82,1.87,0.73,aaaeraaaevelik
94608.00,1167.11,443.54,272.18,95556.00,347.07,0.79,0.99,0.73,0.87,1.63,0.78,aaaeraaaevelik
63789.00,977.61,386.80,210.79,64483.00,284.99,0.84,0.99,0.75,0.84,1.84,0.74,aaaeraaaevelik
72468.00,1050.42,416.33,222.44,73289.00,303.76,0.85,0.99,0.72,0.83,1.87,0.73,aaaeraaaevelik
99780.00,1178.46,435.28,292.62,100487.00,356.43,0.74,0.99,0.74,0.90,1.49,0.82,aaaeraaaevelik
71735.00,1062.93,426.93,215.04,72606.00,302.22,0.86,0.99,0.72,0.80,1.99,0.71,aaaeraaaevelik
93632.00,1206.00,482.49,247.91,94636.00,345.28,0.86,0.99,0.69,0.81,1.95,0.72,aaaeraaaevelik
79988.00,1129.03,452.03,226.34,81145.00,319.13,0.87,0.99,0.62,0.79,2.00,0.71,aaaeraaaevelik
69644.00,1046.65,420.76,211.53,70608.00,297.78,0.86,0.99,0.63,0.80,1.99,0.71,aaaeraaaevelik
77167.00,1062.88,407.42,241.62,77999.00,313.45,0.81,0.99,0.74,0.86,1.69,0.77,aaaeraaaevelik
94163.00,1236.67,511.98,235.71,95031.00,346.25,0.89,0.99,0.76,0.77,2.17,0.68,aaaeraaaevelik
90117.00,1235.14,519.47,221.34,90899.00,338.73,0.90,0.99,0.75,0.74,2.35,0.65,aaaeraaaevelik
67124.00,975.94,349.11,246.53,68065.00,292.34,0.71,0.99,0.72,0.89,1.42,0.84,aaaeraaaevelik
61100.00,916.22,343.03,227.83,61587.00,278.92,0.75,0.99,0.76,0.91,1.51,0.81,aaaeraaaevelik
68712.00,1049.41,427.38,205.99,69670.00,295.78,0.88,0.99,0.60,0.78,2.07,0.69,aaaeraaaevelik
84080.00,1146.84,453.83,238.32,85182.00,327.19,0.85,0.99,0.74,0.80,1.90,0.72,aaaeraaaevelik
73323.00,1040.14,404.78,231.97,74402.00,305.55,0.82,0.99,0.75,0.85,1.75,0.75,aaaeraaaevelik
64938.00,989.76,394.52,210.76,65529.00,287.54,0.85,0.99,0.66,0.83,1.87,0.73,aaaeraaaevelik
96807.00,1171.14,437.37,283.42,97874.00,351.08,0.76,0.99,0.73,0.89,1.54,0.80,aaaeraaaevelik
72465.00,1059.34,423.73,219.18,73571.00,303.75,0.86,0.99,0.70,0.81,1.93,0.72,aaaeraaaevelik
72901.00,1079.89,446.23,208.38,73523.00,304.66,0.88,0.99,0.75,0.79,2.14,0.68,aaaeraaaevelik
76016.00,1061.89,420.98,230.69,76632.00,311.11,0.84,0.99,0.75,0.85,1.82,0.74,aaaeraaaevelik
77223.00,1072.85,424.12,232.65,77971.00,313.57,0.84,0.99,0.66,0.84,1.82,0.74,aaaeraaaevelik
91881.00,1211.11,499.53,234.64,92607.00,342.03,0.88,0.99,0.75,0.79,2.13,0.68,aaaeraaaevelik
97595.00,1216.70,463.65,270.28,98794.00,352.51,0.81,0.99,0.69,0.83,1.72,0.76,aaaeraaaevelik
62615.00,1102.54,392.98,206.42,64422.00,282.35,0.85,0.97,0.63,0.65,1.90,0.72,aaaeraaaevelik
82487.00,1103.07,429.36,246.25,83544.00,324.08,0.82,0.99,0.73,0.85,1.74,0.75,aaaeraaaevelik
84724.00,1099.72,413.43,262.80,85695.00,328.44,0.77,0.99,0.74,0.88,1.57,0.79,aaaeraaaevelik
84614.00,1127.95,447.47,241.99,85257.00,328.23,0.84,0.99,0.68,0.84,1.85,0.73,aaaeraaaevelik
100064.00,1285.40,490.37,260.51,100845.00,356.94,0.85,0.99,0.68,0.76,1.88,0.73,aaaeraaaevelik
78111.00,1091.32,431.62,232.12,79105.00,315.36,0.84,0.99,0.71,0.82,1.86,0.73,aaaeraaaevelik
77915.00,1122.51,456.28,218.45,78732.00,314.97,0.88,0.99,0.69,0.78,2.09,0.69,aaaeraaaevelik
73579.00,1071.09,432.70,217.45,74409.00,306.08,0.86,0.99,0.73,0.81,1.99,0.71,aaaeraaaevelik
63404.00,967.39,381.44,212.21,64033.00,284.13,0.83,0.99,0.67,0.85,1.80,0.74,aaaeraaaevelik
105010.00,1278.58,504.24,267.74,106451.00,365.65,0.85,0.99,0.70,0.81,1.88,0.73,aaaeraaaevelik
80082.00,1091.53,416.77,245.90,80992.00,319.32,0.81,0.99,0.71,0.84,1.69,0.77,aaaeraaaevelik
69827.00,1021.38,402.12,222.51,70632.00,298.17,0.83,0.99,0.74,0.84,1.81,0.74,aaaeraaaevelik
69819.00,1051.52,426.00,209.64,70615.00,298.15,0.87,0.99,0.74,0.79,2.03,0.70,aaaeraaaevelik
72153.00,1062.97,424.96,217.45,72836.00,303.10,0.86,0.99,0.71,0.80,1.95,0.71,aaaeraaaevelik
85873.00,1156.12,453.39,242.76,86909.00,330.66,0.84,0.99,0.70,0.81,1.87,0.73,aaaeraaaevelik
61581.00,943.64,347.29,227.32,62377.00,280.01,0.76,0.99,0.73,0.87,1.53,0.81,aaaeraaaevelik
94355.00,1216.59,480.87,250.88,95621.00,346.61,0.85,0.99,0.74,0.80,1.92,0.72,aaaeraaaevelik
70219.00,1072.87,436.73,205.57,71101.00,299.01,0.88,0.99,0.71,0.77,2.12,0.68,aaaeraaaevelik
83523.00,1148.57,464.11,229.96,84320.00,326.11,0.87,0.99,0.68,0.80,2.02,0.70,aaaeraaaevelik
81040.00,1102.07,417.77,248.29,81904.00,321.22,0.80,0.99,0.74,0.84,1.68,0.77,aaaeraaaevelik
67627.00,1017.36,397.28,217.32,68241.00,293.44,0.84,0.99,0.74,0.82,1.83,0.74,aaaeraaaevelik
94993.00,1205.36,461.71,262.70,95999.00,347.78,0.82,0.99,0.71,0.82,1.76,0.75,aaaeraaaevelik
84934.00,1115.52,424.29,255.70,85714.00,328.85,0.80,0.99,0.72,0.86,1.66,0.78,aaaeraaaevelik
90475.00,1172.74,454.03,256.65,91992.00,339.41,0.82,0.98,0.76,0.83,1.77,0.75,aaaeraaaevelik
74050.00,1087.82,432.09,218.71,74801.00,307.06,0.86,0.99,0.63,0.79,1.98,0.71,aaaeraaaevelik
74445.00,1111.13,449.68,211.54,75474.00,307.87,0.88,0.99,0.59,0.76,2.13,0.68,aaaeraaaevelik
72805.00,1039.59,409.51,226.90,73390.00,304.46,0.83,0.99,0.74,0.85,1.80,0.74,aaaeraaaevelik
64923.00,1012.42,406.49,204.15,65516.00,287.51,0.86,0.99,0.70,0.80,1.99,0.71,aaaeraaaevelik
72184.00,1054.81,416.60,220.91,72940.00,303.16,0.85,0.99,0.64,0.82,1.89,0.73,aaaeraaaevelik
75413.00,1076.02,430.09,224.11,76115.00,309.87,0.85,0.99,0.74,0.82,1.92,0.72,aaaeraaaevelik
70338.00,1015.43,392.28,229.95,71068.00,299.26,0.81,0.99,0.69,0.86,1.71,0.76,aaaeraaaevelik
75230.00,1067.22,420.72,228.84,76138.00,309.49,0.84,0.99,0.75,0.83,1.84,0.74,aaaeraaaevelik
103321.00,1245.02,491.64,268.57,104066.00,362.70,0.84,0.99,0.73,0.84,1.83,0.74,aaaeraaaevelik
90835.00,1183.38,473.75,245.26,91735.00,340.08,0.86,0.99,0.68,0.82,1.93,0.72,aaaeraaaevelik
101360.00,1318.05,555.93,233.03,102401.00,359.24,0.91,0.99,0.74,0.73,2.39,0.65,aaaeraaaevelik
61053.00,976.71,386.30,203.39,62294.00,278.81,0.85,0.98,0.66,0.80,1.90,0.72,aaaeraaaevelik
87449.00,1134.23,445.83,250.45,88155.00,333.68,0.83,0.99,0.72,0.85,1.78,0.75,aaaeraaaevelik
91840.00,1182.40,467.92,250.39,92722.00,341.96,0.84,0.99,0.64,0.83,1.87,0.73,aaaeraaaevelik
68740.00,993.95,380.70,230.89,69265.00,295.84,0.80,0.99,0.75,0.87,1.65,0.78,aaaeraaaevelik
82130.00,1061.81,395.12,265.83,82656.00,323.37,0.74,0.99,0.75,0.92,1.49,0.82,aaaeraaaevelik
74982.00,1083.57,437.42,219.29,75854.00,308.98,0.87,0.99,0.62,0.80,1.99,0.71,aaaeraaaevelik
82834.00,1195.73,427.68,247.98,84348.00,324.76,0.81,0.98,0.73,0.73,1.72,0.76,aaaeraaaevelik
68252.00,1012.05,402.33,217.58,68896.00,294.79,0.84,0.99,0.65,0.84,1.85,0.73,aaaeraaaevelik
73352.00,1028.24,391.46,239.62,73946.00,305.61,0.79,0.99,0.72,0.87,1.63,0.78,aaaeraaaevelik
76714.00,1092.05,434.99,225.47,77557.00,312.53,0.86,0.99,0.66,0.81,1.93,0.72,aaaeraaaevelik
83326.00,1118.71,441.11,242.38,83981.00,325.72,0.84,0.99,0.74,0.84,1.82,0.74,aaaeraaaevelik
104503.00,1256.08,484.53,275.29,105471.00,364.77,0.82,0.99,0.75,0.83,1.76,0.75,aaaeraaaevelik
68996.00,1015.21,399.77,220.89,69834.00,296.39,0.83,0.99,0.70,0.84,1.81,0.74,aaaeraaaevelik
76529.00,1054.02,415.36,235.22,77036.00,312.15,0.82,0.99,0.74,0.87,1.77,0.75,aaaeraaaevelik
69861.00,1040.91,416.96,214.05,70653.00,298.24,0.86,0.99,0.74,0.81,1.95,0.72,aaaeraaaevelik
74403.00,1072.38,432.02,219.84,74964.00,307.79,0.86,0.99,0.71,0.81,1.97,0.71,aaaeraaaevelik
97138.00,1189.70,457.45,271.11,97869.00,351.68,0.81,0.99,0.69,0.86,1.69,0.77,aaaeraaaevelik
65452.00,1012.72,409.35,204.17,66065.00,288.68,0.87,0.99,0.75,0.80,2.01,0.71,aaaeraaaevelik
79841.00,1115.69,452.42,225.43,80558.00,318.84,0.87,0.99,0.67,0.81,2.01,0.70,aaaeraaaevelik
86359.00,1172.52,460.87,240.85,87377.00,331.60,0.85,0.99,0.68,0.79,1.91,0.72,aaaeraaaevelik
72291.00,1069.26,430.85,215.63,73441.00,303.39,0.87,0.98,0.66,0.79,2.00,0.70,aaaeraaaevelik
79638.00,1100.29,436.60,233.94,80282.00,318.43,0.84,0.99,0.72,0.83,1.87,0.73,aaaeraaaevelik
74522.00,1038.12,395.08,241.03,75226.00,308.03,0.79,0.99,0.74,0.87,1.64,0.78,aaaeraaaevelik
69184.00,999.15,374.28,236.13,69986.00,296.80,0.78,0.99,0.72,0.87,1.59,0.79,aaaeraaaevelik
76432.00,1054.62,408.70,239.08,77067.00,311.96,0.81,0.99,0.69,0.86,1.71,0.76,aaaeraaaevelik
98431.00,1173.01,434.45,289.17,99167.00,354.01,0.75,0.99,0.75,0.90,1.50,0.81,aaaeraaaevelik
100498.00,1230.04,480.47,267.61,101231.00,357.71,0.83,0.99,0.66,0.83,1.80,0.74,aaaeraaaevelik
75719.00,1102.12,444.25,218.35,76797.00,310.50,0.87,0.99,0.73,0.78,2.03,0.70,aaaeraaaevelik
79591.00,1103.07,426.80,241.17,80987.00,318.34,0.83,0.98,0.72,0.82,1.77,0.75,aaaeraaaevelik
107476.00,1306.01,528.80,259.47,108501.00,369.92,0.87,0.99,0.78,0.79,2.04,0.70,aaaeraaaevelik
86967.00,1178.05,472.06,236.92,88024.00,332.76,0.86,0.99,0.70,0.79,1.99,0.70,aaaeraaaevelik
103815.00,1241.73,481.28,275.73,104687.00,363.57,0.82,0.99,0.74,0.85,1.75,0.76,aaaeraaaevelik
88160.00,1191.03,494.96,227.77,89180.00,335.04,0.89,0.99,0.77,0.78,2.17,0.68,aaaeraaaevelik
100880.00,1254.28,501.70,256.99,101725.00,358.39,0.86,0.99,0.75,0.81,1.95,0.71,aaaeraaaevelik
66847.00,1029.01,406.48,211.07,67571.00,291.74,0.85,0.99,0.72,0.79,1.93,0.72,aaaeraaaevelik
84336.00,1140.95,443.20,244.67,85703.00,327.69,0.83,0.98,0.70,0.81,1.81,0.74,aaaeraaaevelik
71163.00,1059.19,411.07,222.03,72091.00,301.01,0.84,0.99,0.68,0.80,1.85,0.73,aaaeraaaevelik
72584.00,1070.89,429.14,217.14,73387.00,304.00,0.86,0.99,0.66,0.80,1.98,0.71,aaaeraaaevelik
81573.00,1099.55,414.95,250.90,82629.00,322.28,0.80,0.99,0.74,0.85,1.65,0.78,aaaeraaaevelik
74330.00,1062.75,408.60,233.35,75260.00,307.64,0.82,0.99,0.73,0.83,1.75,0.75,aaaeraaaevelik
66347.00,1016.96,406.94,208.40,66906.00,290.65,0.86,0.99,0.63,0.81,1.95,0.71,aaaeraaaevelik
83925.00,1126.20,420.71,255.95,85405.00,326.89,0.79,0.98,0.71,0.83,1.64,0.78,aaaeraaaevelik
95944.00,1227.96,492.38,248.86,96863.00,349.51,0.86,0.99,0.77,0.80,1.98,0.71,aaaeraaaevelik
61105.00,959.09,371.93,209.87,61839.00,278.93,0.83,0.99,0.72,0.83,1.77,0.75,aaaeraaaevelik
77419.00,1083.21,416.82,237.93,78500.00,313.96,0.82,0.99,0.69,0.83,1.75,0.75,aaaeraaaevelik
93235.00,1216.57,490.98,242.39,94111.00,344.54,0.87,0.99,0.61,0.79,2.03,0.70,aaaeraaaevelik
73366.00,1060.26,416.92,224.88,74023.00,305.63,0.84,0.99,0.73,0.82,1.85,0.73,aaaeraaaevelik
81137.00,1126.70,426.44,244.03,83064.00,321.41,0.82,0.98,0.73,0.80,1.75,0.75,aaaeraaaevelik
79977.00,1106.74,439.70,233.07,80618.00,319.11,0.85,0.99,0.66,0.82,1.89,0.73,aaaeraaaevelik
81254.00,1099.52,417.36,249.07,82425.00,321.65,0.80,0.99,0.73,0.84,1.68,0.77,aaaeraaaevelik
81606.00,1098.52,433.41,240.45,82481.00,322.34,0.83,0.99,0.75,0.85,1.80,0.74,aaaeraaaevelik
84936.00,1144.80,458.10,236.98,85894.00,328.85,0.86,0.99,0.73,0.81,1.93,0.72,aaaeraaaevelik
90230.00,1204.87,485.00,238.38,91291.00,338.95,0.87,0.99,0.74,0.78,2.03,0.70,aaaeraaaevelik
83736.00,1108.28,431.52,248.08,84458.00,326.52,0.82,0.99,0.73,0.86,1.74,0.76,aaaeraaaevelik
61319.00,941.43,353.69,222.14,62304.00,279.42,0.78,0.98,0.71,0.87,1.59,0.79,aaaeraaaevelik
79594.00,1089.05,434.80,233.69,80138.00,318.34,0.84,0.99,0.74,0.84,1.86,0.73,aaaeraaaevelik
92432.00,1124.04,402.66,292.96,93267.00,343.06,0.69,0.99,0.76,0.92,1.37,0.85,aaaeraaaevelik
65719.00,987.52,391.97,214.30,66350.00,289.27,0.84,0.99,0.73,0.85,1.83,0.74,aaaeraaaevelik
88973.00,1203.50,490.86,232.23,89974.00,336.58,0.88,0.99,0.64,0.77,2.11,0.69,aaaeraaaevelik
67063.00,1007.98,396.59,215.62,67816.00,292.21,0.84,0.99,0.65,0.83,1.84,0.74,aaaeraaaevelik
81467.00,1097.77,426.44,244.23,82262.00,322.07,0.82,0.99,0.66,0.85,1.75,0.76,aaaeraaaevelik
85054.00,1180.49,488.09,222.62,85821.00,329.08,0.89,0.99,0.57,0.77,2.19,0.67,aaaeraaaevelik
73815.00,1060.85,423.79,222.83,74727.00,306.57,0.85,0.99,0.74,0.82,1.90,0.72,aaaeraaaevelik
63918.00,971.85,377.83,216.87,64592.00,285.28,0.82,0.99,0.69,0.85,1.74,0.76,aaaeraaaevelik
81258.00,1169.03,477.92,217.84,82645.00,321.65,0.89,0.98,0.72,0.75,2.19,0.67,aaaeraaaevelik
84904.00,1094.92,414.74,261.25,85469.00,328.79,0.78,0.99,0.74,0.89,1.59,0.79,aaaeraaaevelik
71821.00,1043.69,411.54,223.00,72696.00,302.40,0.84,0.99,0.75,0.83,1.85,0.73,aaaeraaaevelik
72953.00,1034.28,405.96,229.73,73556.00,304.77,0.82,0.99,0.72,0.86,1.77,0.75,aaaeraaaevelik
67977.00,986.40,379.36,228.89,68475.00,294.20,0.80,0.99,0.75,0.88,1.66,0.78,aaaeraaaevelik
79826.00,1135.08,466.60,219.19,80655.00,318.81,0.88,0.99,0.74,0.78,2.13,0.68,aaaeraaaevelik
70646.00,1049.48,418.76,216.41,71401.00,299.92,0.86,0.99,0.62,0.81,1.94,0.72,aaaeraaaevelik
80620.00,1115.31,442.97,233.85,81544.00,320.39,0.85,0.99,0.63,0.81,1.89,0.72,aaaeraaaevelik
85866.00,1151.61,462.97,239.40,86697.00,330.65,0.86,0.99,0.68,0.81,1.93,0.71,aaaeraaaevelik
74110.00,1035.74,400.48,236.17,74794.00,307.18,0.81,0.99,0.74,0.87,1.70,0.77,aaaeraaaevelik
81302.00,1106.05,440.86,235.64,82106.00,321.74,0.85,0.99,0.72,0.84,1.87,0.73,aaaeraaaevelik
74432.00,1102.10,454.21,210.24,75133.00,307.85,0.89,0.99,0.71,0.77,2.16,0.68,aaaeraaaevelik
68147.00,990.12,380.19,228.96,68743.00,294.56,0.80,0.99,0.69,0.87,1.66,0.77,aaaeraaaevelik
68837.00,1017.96,397.08,223.00,69600.00,296.05,0.83,0.99,0.68,0.83,1.78,0.75,aaaeraaaevelik
85336.00,1136.47,449.14,242.71,86123.00,329.63,0.84,0.99,0.69,0.83,1.85,0.73,aaaeraaaevelik
80648.00,1145.72,468.34,221.02,81619.00,320.44,0.88,0.99,0.72,0.77,2.12,0.68,aaaeraaaevelik
86107.00,1126.05,431.08,254.59,86879.00,331.11,0.81,0.99,0.70,0.85,1.69,0.77,aaaeraaaevelik
72792.00,1058.48,431.69,215.15,73492.00,304.44,0.87,0.99,0.76,0.82,2.01,0.71,aaaeraaaevelik
67696.00,996.14,387.97,222.86,68266.00,293.59,0.82,0.99,0.76,0.86,1.74,0.76,aaaeraaaevelik
79177.00,1094.16,432.99,233.18,79966.00,317.51,0.84,0.99,0.66,0.83,1.86,0.73,aaaeraaaevelik
84062.00,1148.46,450.23,239.30,85178.00,327.16,0.85,0.99,0.74,0.80,1.88,0.73,aaaeraaaevelik
82231.00,1117.64,441.52,237.79,83179.00,323.57,0.84,0.99,0.74,0.83,1.86,0.73,aaaeraaaevelik
81788.00,1106.00,437.09,239.05,82515.00,322.70,0.84,0.99,0.75,0.84,1.83,0.74,aaaeraaaevelik
58377.00,924.34,347.67,214.43,59132.00,272.63,0.79,0.99,0.70,0.86,1.62,0.78,aaaeraaaevelik
84842.00,1130.45,429.43,253.51,86185.00,328.67,0.81,0.98,0.69,0.83,1.69,0.77,aaaeraaaevelik
73684.00,1097.22,439.43,214.94,74677.00,306.30,0.87,0.99,0.68,0.77,2.04,0.70,aaaeraaaevelik
73922.00,1083.17,427.77,221.13,74771.00,306.79,0.86,0.99,0.66,0.79,1.93,0.72,aaaeraaaevelik
86441.00,1158.48,458.01,241.13,87218.00,331.75,0.85,0.99,0.65,0.81,1.90,0.72,aaaeraaaevelik
80519.00,1105.28,435.69,236.24,81250.00,320.19,0.84,0.99,0.74,0.83,1.84,0.73,aaaeraaaevelik
105143.00,1299.20,528.16,254.06,105965.00,365.89,0.88,0.99,0.61,0.78,2.08,0.69,aaaeraaaevelik
77170.00,1087.62,419.47,235.07,78206.00,313.46,0.83,0.99,0.73,0.82,1.78,0.75,aaaeraaaevelik
87064.00,1142.39,443.52,250.92,87988.00,332.95,0.82,0.99,0.75,0.84,1.77,0.75,aaaeraaaevelik
92150.00,1202.61,469.34,251.19,93174.00,342.53,0.84,0.99,0.73,0.80,1.87,0.73,aaaeraaaevelik
84765.00,1153.65,461.31,235.26,85715.00,328.52,0.86,0.99,0.72,0.80,1.96,0.71,aaaeraaaevelik
68434.00,998.35,383.40,228.10,69046.00,295.18,0.80,0.99,0.77,0.86,1.68,0.77,aaaeraaaevelik
79384.00,1108.92,439.41,231.17,80331.00,317.92,0.85,0.99,0.68,0.81,1.90,0.72,aaaeraaaevelik
103248.00,1253.28,489.61,269.43,104423.00,362.57,0.84,0.99,0.66,0.83,1.82,0.74,aaaeraaaevelik
